wall_time,ros_time_sec,elapsed_sec,has_ready,driver_ready,ready_age_sec,has_state,state_age_sec,state_size,has_command,command_age_sec,command_size,service_mode,service_suction,service_pick,service_place,service_stack,service_payload_estimate,service_payload_state,action_move_joint,state_valid_0,state_q_rad_0,state_q_deg_0,state_dq_0,state_tau_est_0,state_valid_1,state_q_rad_1,state_q_deg_1,state_dq_1,state_tau_est_1,state_valid_2,state_q_rad_2,state_q_deg_2,state_dq_2,state_tau_est_2,state_valid_3,state_q_rad_3,state_q_deg_3,state_dq_3,state_tau_est_3,state_valid_4,state_q_rad_4,state_q_deg_4,state_dq_4,state_tau_est_4,cmd_q_rad_0,cmd_q_deg_0,cmd_dq_0,cmd_tau_0,cmd_kp_0,cmd_kd_0,cmd_q_rad_1,cmd_q_deg_1,cmd_dq_1,cmd_tau_1,cmd_kp_1,cmd_kd_1,cmd_q_rad_2,cmd_q_deg_2,cmd_dq_2,cmd_tau_2,cmd_kp_2,cmd_kd_2,cmd_q_rad_3,cmd_q_deg_3,cmd_dq_3,cmd_tau_3,cmd_kp_3,cmd_kd_3,cmd_q_rad_4,cmd_q_deg_4,cmd_dq_4,cmd_tau_4,cmd_kp_4,cmd_kd_4
2026-07-02 20:31:23.903,1782995483.903411388,1.004493706,1,1,0.911653789,1,0.003144403,5,1,0.002775354,5,1,0,0,0,0,1,1,1,1,0.001282120,0.073460052,-0.007326126,-0.012209892,1,3.300999880,189.133361288,-0.002442360,-2.905982971,1,-2.848803759,-163.224432030,-0.002442360,2.386323929,1,0.292019844,16.731504598,-0.007326126,0.305250168,1,-0.007477760,-0.428444106,-0.036628723,-0.001221180,0.001282120,0.073460052,0.000000000,0.000000000,2.000000000,1.000000000,3.312825441,189.810916054,0.000000000,-2.984065294,8.500000000,2.500000000,-2.848803759,-163.224432030,0.000000000,2.400939941,3.000000000,0.800000012,0.291638374,16.709647993,0.000000000,0.314725429,1.200000048,0.200000003,-0.007094383,-0.406478218,0.000000000,-0.000025951,0.100000001,0.020000000
2026-07-02 20:31:24.903,1782995484.903567791,2.004650107,1,1,1.911810190,1,0.003050017,5,1,0.002803506,5,1,0,0,0,0,1,1,1,1,0.001282120,0.073460052,-0.007326126,-0.012209892,1,3.300999880,189.133361288,-0.002442360,-2.905982971,1,-2.848803759,-163.224432030,-0.002442360,2.386323929,1,0.292019844,16.731504598,-0.021978378,0.305250168,1,-0.007094383,-0.406478218,0.012210846,-0.001221180,0.001282120,0.073460052,0.000000000,0.000000000,2.000000000,1.000000000,3.312825441,189.810916054,0.000000000,-2.984065294,8.500000000,2.500000000,-2.848803759,-163.224432030,0.000000000,2.400939941,3.000000000,0.800000012,0.291638374,16.709647993,0.000000000,0.314725429,1.200000048,0.200000003,-0.007094383,-0.406478218,0.000000000,-0.000025951,0.100000001,0.020000000
2026-07-02 20:31:25.903,1782995485.903713226,3.004795656,1,1,2.911955739,1,0.003116260,5,1,0.002817070,5,1,0,0,0,0,1,1,1,1,0.001282120,0.073460052,0.007326126,-0.012209892,1,3.300999880,189.133361288,-0.002442360,-2.905982971,1,-2.848803759,-163.224432030,0.002442360,2.386323929,1,0.292019844,16.731504598,-0.021978378,0.305250168,1,-0.007094383,-0.406478218,-0.012210846,-0.001221180,0.001282120,0.073460052,0.000000000,0.000000000,2.000000000,1.000000000,3.312825441,189.810916054,0.000000000,-2.984065294,8.500000000,2.500000000,-2.848803759,-163.224432030,0.000000000,2.400939941,3.000000000,0.800000012,0.291638374,16.709647993,0.000000000,0.314725429,1.200000048,0.200000003,-0.007094383,-0.406478218,0.000000000,-0.000025951,0.100000001,0.020000000
2026-07-02 20:31:26.903,1782995486.903868198,4.004950476,1,1,3.912110559,1,0.003104721,5,1,0.002808460,5,1,0,0,0,0,1,1,1,1,0.001282120,0.073460052,-0.007326126,-0.012209892,1,3.300999880,189.133361288,-0.007326126,-2.905982971,1,-2.848803759,-163.224432030,-0.002442360,2.386323929,1,0.292019844,16.731504598,-0.007326126,0.305250168,1,-0.007094383,-0.406478218,-0.012210846,-0.001221180,0.001282120,0.073460052,0.000000000,0.000000000,2.000000000,1.000000000,3.312825441,189.810916054,0.000000000,-2.984065294,8.500000000,2.500000000,-2.848803759,-163.224432030,0.000000000,2.400939941,3.000000000,0.800000012,0.291638374,16.709647993,0.000000000,0.314725429,1.200000048,0.200000003,-0.007094383,-0.406478218,0.000000000,-0.000025951,0.100000001,0.020000000
2026-07-02 20:31:27.904,1782995487.904055834,5.005138214,1,1,4.912298297,1,0.002968580,5,1,0.002874751,5,1,0,0,0,0,1,1,1,1,0.001282120,0.073460052,0.007326126,-0.012209892,1,3.300999880,189.133361288,-0.002442360,-2.905982971,1,-2.848803759,-163.224432030,-0.002442360,2.386323929,1,0.292019844,16.731504598,-0.007326126,0.305250168,1,-0.007094383,-0.406478218,-0.036628723,-0.003663063,0.001282120,0.073460052,0.000000000,0.000000000,2.000000000,1.000000000,3.312825441,189.810916054,0.000000000,-2.984065294,8.500000000,2.500000000,-2.848803759,-163.224432030,0.000000000,2.400939941,3.000000000,0.800000012,0.291638374,16.709647993,0.000000000,0.314725429,1.200000048,0.200000003,-0.007094383,-0.406478218,0.000000000,-0.000025951,0.100000001,0.020000000
2026-07-02 20:31:28.904,1782995488.904216528,6.005298924,1,1,5.912459007,1,0.003126564,5,1,0.002857029,5,1,0,0,0,0,1,1,1,1,0.001282120,0.073460052,0.007326126,-0.012209892,1,3.300999880,189.133361288,-0.002442360,-2.905982971,1,-2.848803759,-163.224432030,0.002442360,2.399999619,1,0.292019844,16.731504598,-0.007326126,0.305250168,1,-0.007094383,-0.406478218,0.012210846,-0.001221180,0.001282120,0.073460052,0.000000000,0.000000000,2.000000000,1.000000000,3.312825441,189.810916054,0.000000000,-2.984065294,8.500000000,2.500000000,-2.848803759,-163.224432030,0.000000000,2.400939941,3.000000000,0.800000012,0.291638374,16.709647993,0.000000000,0.314725429,1.200000048,0.200000003,-0.007094383,-0.406478218,0.000000000,-0.000025951,0.100000001,0.020000000
2026-07-02 20:31:29.904,1782995489.904376030,7.005458445,1,1,6.912618528,1,0.003261065,5,1,0.002834887,5,1,0,0,0,0,1,1,1,1,0.001282120,0.073460052,-0.007326126,-0.012209892,1,3.300999880,189.133361288,-0.002442360,-2.905982971,1,-2.848803759,-163.224432030,-0.002442360,2.386323929,1,0.292019844,16.731504598,-0.021978378,0.305250168,1,-0.007094383,-0.406478218,-0.012210846,-0.003663063,0.001282120,0.073460052,0.000000000,0.000000000,2.000000000,1.000000000,3.312825441,189.810916054,0.000000000,-2.984065294,8.500000000,2.500000000,-2.848803759,-163.224432030,0.000000000,2.400939941,3.000000000,0.800000012,0.291638374,16.709647993,0.000000000,0.314725429,1.200000048,0.200000003,-0.007094383,-0.406478218,0.000000000,-0.000025951,0.100000001,0.020000000
2026-07-02 20:31:30.904,1782995490.904520988,8.005603344,1,1,7.912763427,1,0.003203039,5,1,0.002871688,5,1,0,0,0,0,1,1,1,1,0.001282120,0.073460052,-0.007326126,-0.012209892,1,3.300236940,189.089648077,0.002442360,-2.892307281,1,-2.848803759,-163.224432030,-0.002442360,2.386323929,1,0.292019844,16.731504598,0.007326126,0.305250168,1,-0.007094383,-0.406478218,-0.012210846,-0.001221180,0.001282120,0.073460052,0.000000000,0.000000000,2.000000000,1.000000000,3.312825441,189.810916054,0.000000000,-2.984065294,8.500000000,2.500000000,-2.848803759,-163.224432030,0.000000000,2.400939941,3.000000000,0.800000012,0.291638374,16.709647993,0.000000000,0.314725429,1.200000048,0.200000003,-0.007094383,-0.406478218,0.000000000,-0.000025951,0.100000001,0.020000000
2026-07-02 20:31:31.904,1782995491.904658079,9.005740398,1,1,8.912900481,1,0.003107182,5,1,0.002811171,5,1,0,0,0,0,1,1,1,1,0.001282120,0.073460052,-0.007326126,-0.012209892,1,3.300236940,189.089648077,-0.002442360,-2.892307281,1,-2.848803759,-163.224432030,-0.002442360,2.386323929,1,0.292019844,16.731504598,-0.007326126,0.305250168,1,-0.007094383,-0.406478218,-0.036628723,-0.003663063,0.001282120,0.073460052,0.000000000,0.000000000,2.000000000,1.000000000,3.312825441,189.810916054,0.000000000,-2.984065294,8.500000000,2.500000000,-2.848803759,-163.224432030,0.000000000,2.400939941,3.000000000,0.800000012,0.291638374,16.709647993,0.000000000,0.314725429,1.200000048,0.200000003,-0.007094383,-0.406478218,0.000000000,-0.000025951,0.100000001,0.020000000
2026-07-02 20:31:32.904,1782995492.904802322,10.005884489,1,1,9.913044572,1,0.003184318,5,1,0.002784237,5,1,0,0,0,0,1,1,1,1,0.001282120,0.073460052,-0.007326126,-0.012209892,1,3.300236940,189.089648077,-0.002442360,-2.892307281,1,-2.848803759,-163.224432030,-0.002442360,2.399999619,1,0.292019844,16.731504598,-0.007326126,0.305250168,1,-0.007094383,-0.406478218,-0.012210846,-0.003663063,0.001282120,0.073460052,0.000000000,0.000000000,2.000000000,1.000000000,3.312825441,189.810916054,0.000000000,-2.984065294,8.500000000,2.500000000,-2.848803759,-163.224432030,0.000000000,2.400939941,3.000000000,0.800000012,0.291638374,16.709647993,0.000000000,0.314725429,1.200000048,0.200000003,-0.007094383,-0.406478218,0.000000000,-0.000025951,0.100000001,0.020000000
